2023-04-20 10:41:37.429 INFO  --- [Version.java:21][background-preinit] - HV000001: Hibernate Validator 6.2.4.Final
2023-04-20 10:41:39.830 INFO  --- [LoggerUtils.java:60][main] - [19ec2130-596c-44ab-b060-9ef5f00db283_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
2023-04-20 10:41:39.831 INFO  --- [LoggerUtils.java:60][main] - [19ec2130-596c-44ab-b060-9ef5f00db283_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
2023-04-20 10:41:39.853 INFO  --- [LoggerUtils.java:60][main] - [19ec2130-596c-44ab-b060-9ef5f00db283_config-0] Try to connect to server on start up, server: {serverIp = '61.172.179.56', server main port = 8848}
2023-04-20 10:41:43.055 INFO  --- [LoggerUtils.java:60][main] - [19ec2130-596c-44ab-b060-9ef5f00db283_config-0] Success to connect to server [61.172.179.56:8848] on start up, connectionId = 1681958502549_221.237.228.200_50372
2023-04-20 10:41:43.056 INFO  --- [LoggerUtils.java:60][com.alibaba.nacos.client.remote.worker] - [19ec2130-596c-44ab-b060-9ef5f00db283_config-0] Notify connected event to listeners.
2023-04-20 10:41:43.056 INFO  --- [LoggerUtils.java:60][main] - [19ec2130-596c-44ab-b060-9ef5f00db283_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2023-04-20 10:41:43.057 INFO  --- [LoggerUtils.java:60][main] - [19ec2130-596c-44ab-b060-9ef5f00db283_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$373/600270822
2023-04-20 10:41:43.536 WARN  --- [NacosPropertySourceBuilder.java:87][main] - Ignore the empty nacos configuration and get it based on dataId[cloud-eb-oec-application-fm] & group[DEFAULT_GROUP]
2023-04-20 10:41:43.586 WARN  --- [NacosPropertySourceBuilder.java:87][main] - Ignore the empty nacos configuration and get it based on dataId[cloud-eb-oec-application-fm.yaml] & group[DEFAULT_GROUP]
2023-04-20 10:41:43.629 WARN  --- [NacosPropertySourceBuilder.java:87][main] - Ignore the empty nacos configuration and get it based on dataId[cloud-eb-oec-application-fm-dev.yaml] & group[DEFAULT_GROUP]
2023-04-20 10:41:43.630 INFO  --- [PropertySourceBootstrapConfiguration.java:109][main] - Located property source: [BootstrapPropertySource {name='bootstrapProperties-cloud-eb-oec-application-fm-dev.yaml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-cloud-eb-oec-application-fm.yaml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-cloud-eb-oec-application-fm,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-oec-cloud-mybatis.yml,DEV_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-oec-cloud-sentinel.yml,DEV_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-oec-cloud-feign.yml,DEV_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-oec-cloud-seata.yml,DEV_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-oec-cloud-common.yml,DEV_GROUP'}]
2023-04-20 10:41:43.674 INFO  --- [SpringApplication.java:651][main] - The following 1 profile is active: "dev"
2023-04-20 10:41:47.719 INFO  --- [RepositoryConfigurationDelegate.java:262][main] - Multiple Spring Data modules found, entering strict repository configuration mode
2023-04-20 10:41:47.724 INFO  --- [RepositoryConfigurationDelegate.java:132][main] - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2023-04-20 10:41:47.877 INFO  --- [RepositoryConfigurationDelegate.java:201][main] - Finished Spring Data repository scanning in 120 ms. Found 0 Redis repository interfaces.
2023-04-20 10:41:48.268 INFO  --- [LogAccessor.java:292][main] - No bean named 'errorChannel' has been explicitly defined. Therefore, a default PublishSubscribeChannel will be created.
2023-04-20 10:41:48.307 INFO  --- [LogAccessor.java:292][main] - No bean named 'integrationHeaderChannelRegistry' has been explicitly defined. Therefore, a default DefaultHeaderChannelRegistry will be created.
2023-04-20 10:41:48.611 INFO  --- [GenericScope.java:283][main] - BeanFactory id=16b625de-617b-3a78-9ee8-17611591ee31
2023-04-20 10:41:48.711 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'shiroConfiguration' of type [com.geeke.config.shiro.ShiroConfiguration$$EnhancerBySpringCGLIB$$d0a5a84f] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-20 10:41:48.835 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'realm' of type [com.geeke.config.shiro.UserRealm] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-20 10:41:48.846 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'redisConfig' of type [com.geeke.config.cache.RedisConfig$$EnhancerBySpringCGLIB$$9bcb565a] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-20 10:41:48.853 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'redisManager' of type [org.crazycake.shiro.RedisManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-20 10:41:48.859 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'redisSessionDAO' of type [org.crazycake.shiro.RedisSessionDAO] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-20 10:41:48.871 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'jwtUtils' of type [com.geeke.utils.JwtUtils] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-20 10:41:48.872 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'sessionManager' of type [com.geeke.config.shiro.StatelessSessionManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-20 10:41:48.876 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'redisCacheManager' of type [org.crazycake.shiro.RedisCacheManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-20 10:41:49.304 INFO  --- [ShiroConfiguration.java:180][main] - Use the customer StatelessSessionManager in SecurityManager
2023-04-20 10:41:49.305 INFO  --- [ShiroConfiguration.java:182][main] - Use the RedisCacheManager in SecurityManager
2023-04-20 10:41:49.308 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'securityManager' of type [org.apache.shiro.web.mgt.DefaultWebSecurityManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-20 10:41:49.339 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'io.seata.spring.boot.autoconfigure.SeataCoreAutoConfiguration' of type [io.seata.spring.boot.autoconfigure.SeataCoreAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-20 10:41:49.340 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'springApplicationContextProvider' of type [io.seata.spring.boot.autoconfigure.provider.SpringApplicationContextProvider] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-20 10:41:49.340 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'io.seata.spring.boot.autoconfigure.SeataAutoConfiguration' of type [io.seata.spring.boot.autoconfigure.SeataAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-20 10:41:49.398 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'failureHandler' of type [io.seata.tm.api.DefaultFailureHandlerImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-20 10:41:49.407 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'org.springframework.cloud.stream.config.BindersHealthIndicatorAutoConfiguration' of type [org.springframework.cloud.stream.config.BindersHealthIndicatorAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-20 10:41:49.410 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'bindersHealthContributor' of type [org.springframework.cloud.stream.config.BindersHealthIndicatorAutoConfiguration$BindersHealthContributor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-20 10:41:49.411 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'bindersHealthIndicatorListener' of type [org.springframework.cloud.stream.config.BindersHealthIndicatorAutoConfiguration$BindersHealthIndicatorListener] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-20 10:41:49.414 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'com.alibaba.cloud.stream.binder.rocketmq.autoconfigurate.ExtendedBindingHandlerMappingsProviderConfiguration' of type [com.alibaba.cloud.stream.binder.rocketmq.autoconfigurate.ExtendedBindingHandlerMappingsProviderConfiguration$$EnhancerBySpringCGLIB$$b4ee65cb] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-20 10:41:49.417 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'rocketExtendedPropertiesDefaultMappingsProvider' of type [com.alibaba.cloud.stream.binder.rocketmq.autoconfigurate.ExtendedBindingHandlerMappingsProviderConfiguration$$Lambda$536/1147105139] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-20 10:41:49.418 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'BindingHandlerAdvise' of type [org.springframework.cloud.stream.config.BindingHandlerAdvise] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-20 10:41:49.418 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'org.springframework.cloud.commons.config.CommonsConfigAutoConfiguration' of type [org.springframework.cloud.commons.config.CommonsConfigAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-20 10:41:49.420 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'org.springframework.cloud.client.loadbalancer.LoadBalancerDefaultMappingsProviderAutoConfiguration' of type [org.springframework.cloud.client.loadbalancer.LoadBalancerDefaultMappingsProviderAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-20 10:41:49.421 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'loadBalancerClientsDefaultsMappingsProvider' of type [org.springframework.cloud.client.loadbalancer.LoadBalancerDefaultMappingsProviderAutoConfiguration$$Lambda$537/448700909] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-20 10:41:49.422 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'defaultsBindHandlerAdvisor' of type [org.springframework.cloud.commons.config.DefaultsBindHandlerAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-20 10:41:49.429 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'spelConverter' of type [org.springframework.cloud.stream.config.SpelExpressionConverterConfiguration$SpelConverter] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-20 10:41:49.435 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'springCloudAlibabaConfiguration' of type [io.seata.spring.boot.autoconfigure.properties.SpringCloudAlibabaConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-20 10:41:49.451 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'seataProperties' of type [io.seata.spring.boot.autoconfigure.properties.SeataProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-20 10:41:49.461 INFO  --- [SeataAutoConfiguration.java:63][main] - Automatically configure Seata
2023-04-20 10:41:49.518 INFO  --- [ConfigurationFactory.java:69][main] - load Configuration from :Spring Configuration
2023-04-20 10:41:49.532 INFO  --- [NacosConfiguration.java:232][main] - Nacos check auth with userName/password.
2023-04-20 10:41:49.747 INFO  --- [RpcClientFactory.java:80][main] - [RpcClientFactory] create a new rpc client of d19b43ef-95ff-4df5-95fb-68abf8e214da_config-0
2023-04-20 10:41:49.747 INFO  --- [LoggerUtils.java:60][main] - [d19b43ef-95ff-4df5-95fb-68abf8e214da_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
2023-04-20 10:41:49.748 INFO  --- [LoggerUtils.java:60][main] - [d19b43ef-95ff-4df5-95fb-68abf8e214da_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$363/502386384
2023-04-20 10:41:49.748 INFO  --- [LoggerUtils.java:60][main] - [d19b43ef-95ff-4df5-95fb-68abf8e214da_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$364/1397338694
2023-04-20 10:41:49.748 INFO  --- [LoggerUtils.java:60][main] - [d19b43ef-95ff-4df5-95fb-68abf8e214da_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
2023-04-20 10:41:49.748 INFO  --- [LoggerUtils.java:60][main] - [d19b43ef-95ff-4df5-95fb-68abf8e214da_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
2023-04-20 10:41:49.748 INFO  --- [LoggerUtils.java:60][main] - [d19b43ef-95ff-4df5-95fb-68abf8e214da_config-0] Try to connect to server on start up, server: {serverIp = '61.172.179.56', server main port = 8848}
2023-04-20 10:41:49.966 INFO  --- [LoggerUtils.java:60][main] - [d19b43ef-95ff-4df5-95fb-68abf8e214da_config-0] Success to connect to server [61.172.179.56:8848] on start up, connectionId = 1681958509596_221.237.228.200_50405
2023-04-20 10:41:49.966 INFO  --- [LoggerUtils.java:60][main] - [d19b43ef-95ff-4df5-95fb-68abf8e214da_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2023-04-20 10:41:49.966 INFO  --- [LoggerUtils.java:60][com.alibaba.nacos.client.remote.worker] - [d19b43ef-95ff-4df5-95fb-68abf8e214da_config-0] Notify connected event to listeners.
2023-04-20 10:41:49.966 INFO  --- [LoggerUtils.java:60][main] - [d19b43ef-95ff-4df5-95fb-68abf8e214da_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$373/600270822
2023-04-20 10:41:50.154 INFO  --- [GlobalTransactionScanner.java:208][main] - Initializing Global Transaction Clients ... 
2023-04-20 10:41:50.967 INFO  --- [NettyClientBootstrap.java:147][main] - NettyClientBootstrap has started
2023-04-20 10:41:51.362 INFO  --- [RpcClientFactory.java:80][main] - [RpcClientFactory] create a new rpc client of e500c504-caed-446e-ab86-3cee242fcc3a
2023-04-20 10:41:51.363 INFO  --- [LoggerUtils.java:60][main] - [e500c504-caed-446e-ab86-3cee242fcc3a] RpcClient init label, labels = {module=naming, source=sdk}
2023-04-20 10:41:51.365 INFO  --- [LoggerUtils.java:60][main] - [e500c504-caed-446e-ab86-3cee242fcc3a] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
2023-04-20 10:41:51.366 INFO  --- [LoggerUtils.java:60][main] - [e500c504-caed-446e-ab86-3cee242fcc3a] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
2023-04-20 10:41:51.366 INFO  --- [LoggerUtils.java:60][main] - [e500c504-caed-446e-ab86-3cee242fcc3a] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
2023-04-20 10:41:51.366 INFO  --- [LoggerUtils.java:60][main] - [e500c504-caed-446e-ab86-3cee242fcc3a] Try to connect to server on start up, server: {serverIp = '61.172.179.56', server main port = 8848}
2023-04-20 10:41:51.612 INFO  --- [LoggerUtils.java:60][main] - [e500c504-caed-446e-ab86-3cee242fcc3a] Success to connect to server [61.172.179.56:8848] on start up, connectionId = 1681958511206_221.237.228.200_50412
2023-04-20 10:41:51.612 INFO  --- [LoggerUtils.java:60][main] - [e500c504-caed-446e-ab86-3cee242fcc3a] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2023-04-20 10:41:51.612 INFO  --- [LoggerUtils.java:60][com.alibaba.nacos.client.remote.worker] - [e500c504-caed-446e-ab86-3cee242fcc3a] Notify connected event to listeners.
2023-04-20 10:41:51.612 INFO  --- [LoggerUtils.java:60][main] - [e500c504-caed-446e-ab86-3cee242fcc3a] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$373/600270822
2023-04-20 10:41:51.679 INFO  --- [NettyClientChannelManager.java:108][main] - will connect to 61.172.179.56:8091
2023-04-20 10:41:51.964 INFO  --- [NettyPoolableFactory.java:56][main] - NettyPool create channel to transactionRole:TMROLE,address:61.172.179.56:8091,msg:< RegisterTMRequest{applicationId='cloud-eb-oec-application-fm', transactionServiceGroup='oec-tx-dev-group'} >
2023-04-20 10:41:52.231 INFO  --- [LoggerUtils.java:60][nacos-grpc-client-executor-5] - [e500c504-caed-446e-ab86-3cee242fcc3a] Receive server push request, request = NotifySubscriberRequest, requestId = 4248
2023-04-20 10:41:52.232 INFO  --- [LoggerUtils.java:60][nacos-grpc-client-executor-5] - [e500c504-caed-446e-ab86-3cee242fcc3a] Ack server push request, request = NotifySubscriberRequest, requestId = 4248
2023-04-20 10:41:52.758 INFO  --- [TmNettyRemotingClient.java:224][main] - register TM success. client version:1.5.2, server version:1.5.2,channel:[id: 0xbba5576b, L:/10.43.197.71:50414 - R:/61.172.179.56:8091]
2023-04-20 10:41:52.765 INFO  --- [NettyPoolableFactory.java:81][main] - register success, cost 179 ms, version:1.5.2,role:TMROLE,channel:[id: 0xbba5576b, L:/10.43.197.71:50414 - R:/61.172.179.56:8091]
2023-04-20 10:41:52.766 INFO  --- [GlobalTransactionScanner.java:222][main] - Transaction Manager Client is initialized. applicationId[cloud-eb-oec-application-fm] txServiceGroup[oec-tx-dev-group]
2023-04-20 10:41:52.901 INFO  --- [AsyncWorker.java:73][main] - Async Commit Buffer Limit: 10000
2023-04-20 10:41:52.902 INFO  --- [ResourceManagerXA.java:60][main] - ResourceManagerXA init ...
2023-04-20 10:41:52.911 INFO  --- [NettyClientBootstrap.java:147][main] - NettyClientBootstrap has started
2023-04-20 10:41:52.912 INFO  --- [GlobalTransactionScanner.java:227][main] - Resource Manager is initialized. applicationId[cloud-eb-oec-application-fm] txServiceGroup[oec-tx-dev-group]
2023-04-20 10:41:52.912 INFO  --- [GlobalTransactionScanner.java:231][main] - Global Transaction Clients are initialized. 
2023-04-20 10:41:53.174 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'spring.datasource.dynamic-com.baomidou.dynamic.datasource.spring.boot.autoconfigure.DynamicDataSourceProperties' of type [com.baomidou.dynamic.datasource.spring.boot.autoconfigure.DynamicDataSourceProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-20 10:41:53.180 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'com.baomidou.dynamic.datasource.spring.boot.autoconfigure.DynamicDataSourceAutoConfiguration' of type [com.baomidou.dynamic.datasource.spring.boot.autoconfigure.DynamicDataSourceAutoConfiguration$$EnhancerBySpringCGLIB$$c5edd607] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-20 10:41:53.184 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'myBatisConfig' of type [com.geeke.config.datasource.MyBatisConfig$$EnhancerBySpringCGLIB$$4165d299] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-20 10:41:53.193 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'dsProcessor' of type [com.baomidou.dynamic.datasource.processor.DsHeaderProcessor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-20 10:41:53.245 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'integrationChannelResolver' of type [org.springframework.integration.support.channel.BeanFactoryChannelResolver] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-20 10:41:53.259 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'com.alibaba.cloud.seata.feign.SeataFeignClientAutoConfiguration$FeignBeanPostProcessorConfiguration' of type [com.alibaba.cloud.seata.feign.SeataFeignClientAutoConfiguration$FeignBeanPostProcessorConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-20 10:41:53.261 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'seataFeignObjectWrapper' of type [com.alibaba.cloud.seata.feign.SeataFeignObjectWrapper] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-20 10:41:53.280 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'org.springframework.integration.config.IntegrationManagementConfiguration' of type [org.springframework.integration.config.IntegrationManagementConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-20 10:41:53.286 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'org.springframework.boot.autoconfigure.integration.IntegrationAutoConfiguration$IntegrationJmxConfiguration' of type [org.springframework.boot.autoconfigure.integration.IntegrationAutoConfiguration$IntegrationJmxConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-20 10:41:53.301 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'org.springframework.boot.autoconfigure.jmx.JmxAutoConfiguration' of type [org.springframework.boot.autoconfigure.jmx.JmxAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-20 10:41:53.312 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'mbeanServer' of type [com.sun.jmx.mbeanserver.JmxMBeanServer] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-20 10:41:53.731 INFO  --- [TomcatWebServer.java:108][main] - Tomcat initialized with port(s): 5000 (http)
2023-04-20 10:41:53.732 INFO  --- [DirectJDKLog.java:173][main] - An older version [1.2.23] of the Apache Tomcat Native library is installed, while Tomcat recommends a minimum version of [1.2.30]
2023-04-20 10:41:53.732 INFO  --- [DirectJDKLog.java:173][main] - Loaded Apache Tomcat Native library [1.2.23] using APR version [1.7.0].
2023-04-20 10:41:53.732 INFO  --- [DirectJDKLog.java:173][main] - APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true], UDS [false].
2023-04-20 10:41:53.732 INFO  --- [DirectJDKLog.java:173][main] - APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]
2023-04-20 10:41:53.745 INFO  --- [DirectJDKLog.java:173][main] - OpenSSL successfully initialized [OpenSSL 1.1.1c  28 May 2019]
2023-04-20 10:41:53.757 INFO  --- [DirectJDKLog.java:173][main] - Initializing ProtocolHandler ["http-nio-5000"]
2023-04-20 10:41:53.758 INFO  --- [DirectJDKLog.java:173][main] - Starting service [Tomcat]
2023-04-20 10:41:53.758 INFO  --- [DirectJDKLog.java:173][main] - Starting Servlet engine: [Apache Tomcat/9.0.65]
2023-04-20 10:41:53.843 INFO  --- [DirectJDKLog.java:173][main] - Initializing Spring embedded WebApplicationContext
2023-04-20 10:41:53.844 INFO  --- [ServletWebServerApplicationContext.java:290][main] - Root WebApplicationContext: initialization completed in 10114 ms
2023-04-20 10:41:53.878 INFO  --- [CamundaJerseyResourceConfig.java:38][main] - Configuring camunda rest api.
2023-04-20 10:41:53.915 INFO  --- [CamundaJerseyResourceConfig.java:44][main] - Finished configuring camunda rest api.
2023-04-20 10:41:54.503 INFO  --- [MyBatisConfig.java:37][main] - 使用JDBC从数据库加载数据源,sql语句为:SELECT tenant_id,driver,url,username,password FROM sys_datasource WHERE application_name = ? AND deleted = 0
2023-04-20 10:41:54.504 INFO  --- [MyBatisConfig.java:38][main] - 使用JDBC从数据库加载数据源,参数为:cloud-eb-oec-application-fm
2023-04-20 10:41:54.611 INFO  --- [DynamicRoutingDataSource.java:252][main] - dynamic-datasource detect ALIBABA SEATA and enabled it
2023-04-20 10:41:54.629 INFO  --- [HikariDataSource.java:80][main] - master - Starting...
2023-04-20 10:41:54.634 WARN  --- [DriverDataSource.java:70][main] - Registered driver with driverClassName=com.mysql.jdbc.Driver was not found, trying direct instantiation.
2023-04-20 10:41:55.209 INFO  --- [HikariDataSource.java:82][main] - master - Start completed.
2023-04-20 10:41:55.251 INFO  --- [NettyClientChannelManager.java:108][main] - will connect to 61.172.179.56:8091
2023-04-20 10:41:55.251 INFO  --- [RmNettyRemotingClient.java:276][main] - RM will register :jdbc:mysql://61.172.179.56:3306/application_fm
2023-04-20 10:41:55.253 INFO  --- [NettyPoolableFactory.java:56][main] - NettyPool create channel to transactionRole:RMROLE,address:61.172.179.56:8091,msg:< RegisterRMRequest{resourceIds='jdbc:mysql://61.172.179.56:3306/application_fm', applicationId='cloud-eb-oec-application-fm', transactionServiceGroup='oec-tx-dev-group'} >
2023-04-20 10:41:55.339 INFO  --- [RmNettyRemotingClient.java:177][main] - register RM success. client version:1.5.2, server version:1.5.2,channel:[id: 0x15b772ca, L:/10.43.197.71:50425 - R:/61.172.179.56:8091]
