2023-11-25 22:58:22.475 INFO  --- [Version.java:21][background-preinit] - HV000001: Hibernate Validator 6.2.4.Final
2023-11-25 22:58:26.544 INFO  --- [LoggerUtils.java:60][main] - [10c812ed-e4d1-453a-b01d-ac262674ba85_config-0] Success to connect to server [61.172.179.56:8848] on start up, connectionId = 1700924306353_171.214.149.1_11725
2023-11-25 22:58:26.545 INFO  --- [LoggerUtils.java:60][com.alibaba.nacos.client.remote.worker] - [10c812ed-e4d1-453a-b01d-ac262674ba85_config-0] Notify connected event to listeners.
2023-11-25 22:58:26.545 INFO  --- [LoggerUtils.java:60][main] - [10c812ed-e4d1-453a-b01d-ac262674ba85_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2023-11-25 22:58:26.546 INFO  --- [LoggerUtils.java:60][main] - [10c812ed-e4d1-453a-b01d-ac262674ba85_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$373/686327949
2023-11-25 22:58:26.911 WARN  --- [NacosPropertySourceBuilder.java:87][main] - Ignore the empty nacos configuration and get it based on dataId[fm-1.0] & group[DEFAULT_GROUP]
2023-11-25 22:58:26.957 WARN  --- [NacosPropertySourceBuilder.java:87][main] - Ignore the empty nacos configuration and get it based on dataId[fm-1.0.yaml] & group[DEFAULT_GROUP]
2023-11-25 22:58:27.002 WARN  --- [NacosPropertySourceBuilder.java:87][main] - Ignore the empty nacos configuration and get it based on dataId[fm-1.0-dev.yaml] & group[DEFAULT_GROUP]
2023-11-25 22:58:27.003 INFO  --- [PropertySourceBootstrapConfiguration.java:109][main] - Located property source: [BootstrapPropertySource {name='bootstrapProperties-fm-1.0-dev.yaml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-fm-1.0.yaml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-fm-1.0,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-oec-cloud-mybatis.yml,DEV_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-oec-cloud-sentinel.yml,DEV_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-oec-cloud-feign.yml,DEV_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-oec-cloud-seata.yml,DEV_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-oec-cloud-common.yml,DEV_GROUP'}]
2023-11-25 22:58:27.032 INFO  --- [SpringApplication.java:651][main] - The following 1 profile is active: "dev"
2023-11-25 22:58:30.656 INFO  --- [RepositoryConfigurationDelegate.java:262][main] - Multiple Spring Data modules found, entering strict repository configuration mode
2023-11-25 22:58:30.659 INFO  --- [RepositoryConfigurationDelegate.java:132][main] - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2023-11-25 22:58:30.850 INFO  --- [RepositoryConfigurationDelegate.java:201][main] - Finished Spring Data repository scanning in 160 ms. Found 0 Redis repository interfaces.
2023-11-25 22:58:31.189 INFO  --- [LogAccessor.java:292][main] - No bean named 'errorChannel' has been explicitly defined. Therefore, a default PublishSubscribeChannel will be created.
2023-11-25 22:58:31.218 INFO  --- [LogAccessor.java:292][main] - No bean named 'integrationHeaderChannelRegistry' has been explicitly defined. Therefore, a default DefaultHeaderChannelRegistry will be created.
2023-11-25 22:58:31.329 WARN  --- [Logger.java:44][main] - Skipping MapperFactoryBean with name 'accountingBookMapper' and 'com.geeke.ureport.mapper.AccountingBookMapper' mapperInterface. Bean already defined with the same name!
2023-11-25 22:58:31.329 WARN  --- [Logger.java:44][main] - Skipping MapperFactoryBean with name 'generalLedgerMapper' and 'com.geeke.ureport.mapper.GeneralLedgerMapper' mapperInterface. Bean already defined with the same name!
2023-11-25 22:58:31.329 WARN  --- [Logger.java:44][main] - Skipping MapperFactoryBean with name 'ureportFileMapper' and 'com.geeke.ureport.mapper.UreportFileMapper' mapperInterface. Bean already defined with the same name!
2023-11-25 22:58:31.330 WARN  --- [Logger.java:44][main] - Skipping MapperFactoryBean with name 'viewUreportMapper' and 'com.geeke.ureport.mapper.ViewUreportMapper' mapperInterface. Bean already defined with the same name!
2023-11-25 22:58:31.573 INFO  --- [GenericScope.java:283][main] - BeanFactory id=1338596a-8d75-350a-9b1f-d5c4d4d308bd
2023-11-25 22:58:31.747 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'shiroConfiguration' of type [com.geeke.config.shiro.ShiroConfiguration$$EnhancerBySpringCGLIB$$85ded5d4] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-25 22:58:32.347 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'com.newtouch.cloud.common.dependency.remote.config.RemoteConfig' of type [com.newtouch.cloud.common.dependency.remote.config.RemoteConfig$$EnhancerBySpringCGLIB$$5bf0c867] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-25 22:58:33.226 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'restTemplate' of type [org.springframework.web.client.RestTemplate] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-25 22:58:33.227 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'dynamicRestTemplate' of type [com.newtouch.cloud.common.dependency.remote.rest.DynamicRestTemplate] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-25 22:58:33.228 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'realm' of type [com.geeke.config.shiro.UserRealm] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-25 22:58:33.258 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'redisConfig' of type [com.geeke.config.cache.RedisConfig$$EnhancerBySpringCGLIB$$510483df] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-25 22:58:33.299 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'redisManager' of type [org.crazycake.shiro.RedisManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-25 22:58:33.316 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'redisSessionDAO' of type [org.crazycake.shiro.RedisSessionDAO] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-25 22:58:33.343 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'jwtUtils' of type [com.geeke.utils.JwtUtils] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-25 22:58:33.343 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'sessionManager' of type [com.geeke.config.shiro.StatelessSessionManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-25 22:58:33.356 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'redisCacheManager' of type [org.crazycake.shiro.RedisCacheManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-25 22:58:33.501 INFO  --- [ShiroConfiguration.java:182][main] - Use the customer StatelessSessionManager in SecurityManager
2023-11-25 22:58:33.504 INFO  --- [ShiroConfiguration.java:184][main] - Use the RedisCacheManager in SecurityManager
2023-11-25 22:58:33.510 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'securityManager' of type [org.apache.shiro.web.mgt.DefaultWebSecurityManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-25 22:58:33.567 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'io.seata.spring.boot.autoconfigure.SeataCoreAutoConfiguration' of type [io.seata.spring.boot.autoconfigure.SeataCoreAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-25 22:58:33.568 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'springApplicationContextProvider' of type [io.seata.spring.boot.autoconfigure.provider.SpringApplicationContextProvider] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-25 22:58:33.568 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'io.seata.spring.boot.autoconfigure.SeataAutoConfiguration' of type [io.seata.spring.boot.autoconfigure.SeataAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-25 22:58:33.672 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'failureHandler' of type [io.seata.tm.api.DefaultFailureHandlerImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-25 22:58:33.685 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'org.springframework.cloud.stream.config.BindersHealthIndicatorAutoConfiguration' of type [org.springframework.cloud.stream.config.BindersHealthIndicatorAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-25 22:58:33.694 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'bindersHealthContributor' of type [org.springframework.cloud.stream.config.BindersHealthIndicatorAutoConfiguration$BindersHealthContributor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-25 22:58:33.697 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'bindersHealthIndicatorListener' of type [org.springframework.cloud.stream.config.BindersHealthIndicatorAutoConfiguration$BindersHealthIndicatorListener] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-25 22:58:33.703 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'com.alibaba.cloud.stream.binder.rocketmq.autoconfigurate.ExtendedBindingHandlerMappingsProviderConfiguration' of type [com.alibaba.cloud.stream.binder.rocketmq.autoconfigurate.ExtendedBindingHandlerMappingsProviderConfiguration$$EnhancerBySpringCGLIB$$6a279350] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-25 22:58:33.707 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'rocketExtendedPropertiesDefaultMappingsProvider' of type [com.alibaba.cloud.stream.binder.rocketmq.autoconfigurate.ExtendedBindingHandlerMappingsProviderConfiguration$$Lambda$539/690490534] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-25 22:58:33.709 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'BindingHandlerAdvise' of type [org.springframework.cloud.stream.config.BindingHandlerAdvise] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-25 22:58:33.710 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'org.springframework.cloud.commons.config.CommonsConfigAutoConfiguration' of type [org.springframework.cloud.commons.config.CommonsConfigAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-25 22:58:33.713 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'org.springframework.cloud.client.loadbalancer.LoadBalancerDefaultMappingsProviderAutoConfiguration' of type [org.springframework.cloud.client.loadbalancer.LoadBalancerDefaultMappingsProviderAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-25 22:58:33.714 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'loadBalancerClientsDefaultsMappingsProvider' of type [org.springframework.cloud.client.loadbalancer.LoadBalancerDefaultMappingsProviderAutoConfiguration$$Lambda$540/370543159] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-25 22:58:33.716 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'defaultsBindHandlerAdvisor' of type [org.springframework.cloud.commons.config.DefaultsBindHandlerAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-25 22:58:33.727 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'spelConverter' of type [org.springframework.cloud.stream.config.SpelExpressionConverterConfiguration$SpelConverter] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-25 22:58:33.732 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'org.springframework.boot.autoconfigure.flyway.FlywayAutoConfiguration' of type [org.springframework.boot.autoconfigure.flyway.FlywayAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-25 22:58:33.734 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'stringOrNumberMigrationVersionConverter' of type [org.springframework.boot.autoconfigure.flyway.FlywayAutoConfiguration$StringOrNumberToMigrationVersionConverter] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-25 22:58:33.742 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'springCloudAlibabaConfiguration' of type [io.seata.spring.boot.autoconfigure.properties.SpringCloudAlibabaConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-25 22:58:33.747 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'seataProperties' of type [io.seata.spring.boot.autoconfigure.properties.SeataProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-25 22:58:33.760 INFO  --- [SeataAutoConfiguration.java:63][main] - Automatically configure Seata
2023-11-25 22:58:33.909 INFO  --- [ConfigurationFactory.java:69][main] - load Configuration from :Spring Configuration
2023-11-25 22:58:33.930 INFO  --- [NacosConfiguration.java:232][main] - Nacos check auth with userName/password.
2023-11-25 22:58:34.174 INFO  --- [RpcClientFactory.java:80][main] - [RpcClientFactory] create a new rpc client of c7443908-9fff-4b31-b0ea-2edd62f0899a_config-0
2023-11-25 22:58:34.174 INFO  --- [LoggerUtils.java:60][main] - [c7443908-9fff-4b31-b0ea-2edd62f0899a_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
2023-11-25 22:58:34.176 INFO  --- [LoggerUtils.java:60][main] - [c7443908-9fff-4b31-b0ea-2edd62f0899a_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$363/1016156941
2023-11-25 22:58:34.176 INFO  --- [LoggerUtils.java:60][main] - [c7443908-9fff-4b31-b0ea-2edd62f0899a_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$364/131532344
2023-11-25 22:58:34.176 INFO  --- [LoggerUtils.java:60][main] - [c7443908-9fff-4b31-b0ea-2edd62f0899a_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
2023-11-25 22:58:34.176 INFO  --- [LoggerUtils.java:60][main] - [c7443908-9fff-4b31-b0ea-2edd62f0899a_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
2023-11-25 22:58:34.177 INFO  --- [LoggerUtils.java:60][main] - [c7443908-9fff-4b31-b0ea-2edd62f0899a_config-0] Try to connect to server on start up, server: {serverIp = '61.172.179.56', server main port = 8848}
2023-11-25 22:58:34.419 INFO  --- [LoggerUtils.java:60][main] - [c7443908-9fff-4b31-b0ea-2edd62f0899a_config-0] Success to connect to server [61.172.179.56:8848] on start up, connectionId = 1700924314318_171.214.149.1_11737
2023-11-25 22:58:34.419 INFO  --- [LoggerUtils.java:60][main] - [c7443908-9fff-4b31-b0ea-2edd62f0899a_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2023-11-25 22:58:34.419 INFO  --- [LoggerUtils.java:60][com.alibaba.nacos.client.remote.worker] - [c7443908-9fff-4b31-b0ea-2edd62f0899a_config-0] Notify connected event to listeners.
2023-11-25 22:58:34.420 INFO  --- [LoggerUtils.java:60][main] - [c7443908-9fff-4b31-b0ea-2edd62f0899a_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$373/686327949
2023-11-25 22:58:34.660 INFO  --- [GlobalTransactionScanner.java:208][main] - Initializing Global Transaction Clients ... 
2023-11-25 22:58:35.556 INFO  --- [NettyClientBootstrap.java:147][main] - NettyClientBootstrap has started
2023-11-25 22:58:35.814 INFO  --- [RpcClientFactory.java:80][main] - [RpcClientFactory] create a new rpc client of be83723d-39cf-4fd4-a210-0b24dbae7076
2023-11-25 22:58:35.814 INFO  --- [LoggerUtils.java:60][main] - [be83723d-39cf-4fd4-a210-0b24dbae7076] RpcClient init label, labels = {module=naming, source=sdk}
2023-11-25 22:58:35.820 INFO  --- [LoggerUtils.java:60][main] - [be83723d-39cf-4fd4-a210-0b24dbae7076] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
2023-11-25 22:58:35.820 INFO  --- [LoggerUtils.java:60][main] - [be83723d-39cf-4fd4-a210-0b24dbae7076] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
2023-11-25 22:58:35.821 INFO  --- [LoggerUtils.java:60][main] - [be83723d-39cf-4fd4-a210-0b24dbae7076] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
2023-11-25 22:58:35.822 INFO  --- [LoggerUtils.java:60][main] - [be83723d-39cf-4fd4-a210-0b24dbae7076] Try to connect to server on start up, server: {serverIp = '61.172.179.56', server main port = 8848}
2023-11-25 22:58:36.058 INFO  --- [LoggerUtils.java:60][main] - [be83723d-39cf-4fd4-a210-0b24dbae7076] Success to connect to server [61.172.179.56:8848] on start up, connectionId = 1700924315953_171.214.149.1_11740
2023-11-25 22:58:36.058 INFO  --- [LoggerUtils.java:60][main] - [be83723d-39cf-4fd4-a210-0b24dbae7076] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2023-11-25 22:58:36.058 INFO  --- [LoggerUtils.java:60][com.alibaba.nacos.client.remote.worker] - [be83723d-39cf-4fd4-a210-0b24dbae7076] Notify connected event to listeners.
2023-11-25 22:58:36.058 INFO  --- [LoggerUtils.java:60][main] - [be83723d-39cf-4fd4-a210-0b24dbae7076] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$373/686327949
2023-11-25 22:58:36.128 ERROR --- [NettyClientChannelManager.java:188][main] - no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2023-11-25 22:58:36.128 INFO  --- [GlobalTransactionScanner.java:222][main] - Transaction Manager Client is initialized. applicationId[fm-#{'1.0'.replace('.','-')}] txServiceGroup[oec-tx-dev-group]
2023-11-25 22:58:36.333 INFO  --- [AsyncWorker.java:73][main] - Async Commit Buffer Limit: 10000
2023-11-25 22:58:36.334 INFO  --- [ResourceManagerXA.java:60][main] - ResourceManagerXA init ...
2023-11-25 22:58:36.353 INFO  --- [NettyClientBootstrap.java:147][main] - NettyClientBootstrap has started
2023-11-25 22:58:36.354 INFO  --- [GlobalTransactionScanner.java:227][main] - Resource Manager is initialized. applicationId[fm-#{'1.0'.replace('.','-')}] txServiceGroup[oec-tx-dev-group]
2023-11-25 22:58:36.354 INFO  --- [GlobalTransactionScanner.java:231][main] - Global Transaction Clients are initialized. 
2023-11-25 22:58:36.710 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'spring.datasource.dynamic-com.baomidou.dynamic.datasource.spring.boot.autoconfigure.DynamicDataSourceProperties' of type [com.baomidou.dynamic.datasource.spring.boot.autoconfigure.DynamicDataSourceProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-25 22:58:36.720 INFO  --- [LoggerUtils.java:60][nacos-grpc-client-executor-5] - [be83723d-39cf-4fd4-a210-0b24dbae7076] Receive server push request, request = NotifySubscriberRequest, requestId = 252660
2023-11-25 22:58:36.721 INFO  --- [LoggerUtils.java:60][nacos-grpc-client-executor-5] - [be83723d-39cf-4fd4-a210-0b24dbae7076] Ack server push request, request = NotifySubscriberRequest, requestId = 252660
2023-11-25 22:58:36.724 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'com.baomidou.dynamic.datasource.spring.boot.autoconfigure.DynamicDataSourceAutoConfiguration' of type [com.baomidou.dynamic.datasource.spring.boot.autoconfigure.DynamicDataSourceAutoConfiguration$$EnhancerBySpringCGLIB$$7b27038c] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-25 22:58:36.739 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'dsProcessor' of type [com.baomidou.dynamic.datasource.processor.DsHeaderProcessor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-25 22:58:36.815 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'integrationChannelResolver' of type [org.springframework.integration.support.channel.BeanFactoryChannelResolver] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-25 22:58:36.837 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'com.alibaba.cloud.seata.feign.SeataFeignClientAutoConfiguration$FeignBeanPostProcessorConfiguration' of type [com.alibaba.cloud.seata.feign.SeataFeignClientAutoConfiguration$FeignBeanPostProcessorConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-25 22:58:36.840 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'seataFeignObjectWrapper' of type [com.alibaba.cloud.seata.feign.SeataFeignObjectWrapper] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-25 22:58:36.863 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'org.springframework.integration.config.IntegrationManagementConfiguration' of type [org.springframework.integration.config.IntegrationManagementConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-25 22:58:36.873 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'org.springframework.boot.autoconfigure.integration.IntegrationAutoConfiguration$IntegrationJmxConfiguration' of type [org.springframework.boot.autoconfigure.integration.IntegrationAutoConfiguration$IntegrationJmxConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-25 22:58:36.893 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'org.springframework.boot.autoconfigure.jmx.JmxAutoConfiguration' of type [org.springframework.boot.autoconfigure.jmx.JmxAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-25 22:58:36.905 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'mbeanServer' of type [com.sun.jmx.mbeanserver.JmxMBeanServer] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-11-25 22:58:37.546 INFO  --- [TomcatWebServer.java:108][main] - Tomcat initialized with port(s): 5000 (http)
2023-11-25 22:58:37.565 INFO  --- [DirectJDKLog.java:173][main] - Initializing ProtocolHandler ["http-nio-5000"]
2023-11-25 22:58:37.565 INFO  --- [DirectJDKLog.java:173][main] - Starting service [Tomcat]
2023-11-25 22:58:37.565 INFO  --- [DirectJDKLog.java:173][main] - Starting Servlet engine: [Apache Tomcat/9.0.65]
2023-11-25 22:58:37.701 INFO  --- [DirectJDKLog.java:173][main] - Initializing Spring embedded WebApplicationContext
2023-11-25 22:58:37.701 INFO  --- [ServletWebServerApplicationContext.java:290][main] - Root WebApplicationContext: initialization completed in 10631 ms
2023-11-25 22:58:37.770 INFO  --- [CamundaJerseyResourceConfig.java:38][main] - Configuring camunda rest api.
2023-11-25 22:58:37.839 INFO  --- [CamundaJerseyResourceConfig.java:44][main] - Finished configuring camunda rest api.
2023-11-25 22:58:38.950 INFO  --- [DynamicRoutingDataSource.java:252][main] - dynamic-datasource detect ALIBABA SEATA and enabled it
2023-11-25 22:58:38.984 INFO  --- [HikariDataSource.java:80][main] - 0 - Starting...
2023-11-25 22:58:38.992 WARN  --- [DriverDataSource.java:70][main] - Registered driver with driverClassName=com.mysql.jdbc.Driver was not found, trying direct instantiation.
2023-11-25 22:58:39.784 INFO  --- [HikariDataSource.java:82][main] - 0 - Start completed.
2023-11-25 22:58:39.861 ERROR --- [NettyClientChannelManager.java:188][main] - no available service found in cluster 'default', please make sure registry config correct and keep your seata server running
2023-11-25 22:58:39.871 INFO  --- [DynamicRoutingDataSource.java:154][main] - dynamic-datasource - add a datasource named [0] success
2023-11-25 22:58:39.871 INFO  --- [DynamicRoutingDataSource.java:234][main] - dynamic-datasource initial loaded [1] datasource,primary datasource named [0]
2023-11-25 22:58:42.500 INFO  --- [FeignClientFactoryBean.java:418][main] - For 'eb-oec-file-system-cloud' URL not provided. Will try picking an instance via load-balancing.
